City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Bandarbeyla,SO,2021-05-24 02:05:11,9.4942,50.8122,80.11,73,20,18.52,few clouds
260,Port Lincoln,AU,2021-05-24 02:05:15,-34.7333,135.8667,71.55,37,100,25.93,overcast clouds
261,Moree,AU,2021-05-24 02:05:15,-29.4667,149.85,71.62,33,4,6.91,clear sky
262,Balaghat,IN,2021-05-24 02:05:16,21.8,80.1833,93.11,25,81,7.81,broken clouds
263,Saint George,US,2021-05-24 02:05:16,37.1041,-113.5841,73.94,16,1,1.99,clear sky
264,Latung,PH,2021-05-24 02:05:17,5.5,120.8833,84.36,71,37,9.64,scattered clouds
265,Mahebourg,MU,2021-05-24 02:01:30,-20.4081,57.7,71.89,83,20,5.75,few clouds
266,San Juan,AR,2021-05-24 02:05:17,-31.5375,-68.5364,63.73,33,0,5.64,clear sky
267,Trinidad,BO,2021-05-24 02:05:17,-14.8333,-64.9,64.65,57,99,6.55,light rain
268,Kailua,US,2021-05-24 02:05:18,21.4022,-157.7394,84.18,69,40,8.05,scattered clouds
269,Raudeberg,NO,2021-05-24 02:05:18,61.9875,5.1352,48.2,95,100,4.05,overcast clouds
270,Katsuura,JP,2021-05-24 02:05:19,35.1333,140.3,82.24,70,100,5.93,overcast clouds
271,Pevek,RU,2021-05-24 02:05:19,69.7008,170.3133,32.25,86,10,5.48,clear sky
272,Stefanesti,RO,2021-05-24 02:05:19,44.8667,24.9333,58.23,89,99,5.68,overcast clouds
273,Pangai,TO,2021-05-24 02:05:20,-19.8,-174.35,78.98,82,30,10.2,light rain
274,Lokosovo,RU,2021-05-24 02:05:20,61.1333,74.8167,61.11,49,0,15.59,clear sky
275,Andros Town,BS,2021-05-24 02:05:14,24.7,-77.7667,75.16,67,26,17.87,scattered clouds
276,Guantanamo,CU,2021-05-24 02:05:20,20.1444,-75.2092,77.07,89,15,4.97,few clouds
277,Ilulissat,GL,2021-05-24 02:05:20,69.2167,-51.1,37.42,48,75,21.85,broken clouds
278,Marica,BR,2021-05-24 02:05:21,-22.9194,-42.8186,75.85,79,100,2.55,overcast clouds
279,Angoche,MZ,2021-05-24 02:05:21,-16.2325,39.9086,71.31,84,67,10.11,moderate rain
280,Guerrero Negro,MX,2021-05-24 02:05:21,27.9769,-114.0611,62.28,72,13,17.56,few clouds
281,Alice Springs,AU,2021-05-24 02:05:22,-23.7,133.8833,78.35,21,0,11.99,clear sky
282,Jacareacanga,BR,2021-05-24 02:05:22,-6.2222,-57.7528,75.49,90,93,0.74,light rain
283,Valparaiso,CL,2021-05-24 02:05:22,-33.0393,-71.6273,49.12,64,100,11.3,overcast clouds
284,Zhigansk,RU,2021-05-24 02:05:22,66.7697,123.3711,48.65,35,1,8.05,clear sky
285,Vila,PT,2021-05-24 02:05:23,42.0304,-8.1588,47.32,99,100,6.06,overcast clouds
286,Whitefish,US,2021-05-24 02:01:01,48.4111,-114.3376,45.9,98,90,7.34,light rain
287,Mirwah,YE,2021-05-24 02:05:23,13.9228,43.9176,74.88,21,16,5.44,few clouds
288,Butaritari,KI,2021-05-24 02:04:39,3.0707,172.7902,83.03,77,91,12.06,overcast clouds
289,Bonthe,SL,2021-05-24 02:05:23,7.5264,-12.505,81.27,81,74,4.65,broken clouds
290,Pontianak,ID,2021-05-24 02:05:24,-0.0333,109.3333,84.18,70,20,4.36,few clouds
291,Faanui,PF,2021-05-24 02:05:24,-16.4833,-151.75,81.27,76,100,9.89,light rain
292,Vila Franca Do Campo,PT,2021-05-24 02:05:24,37.7167,-25.4333,54.01,79,22,1.83,few clouds
293,Livingstone,ZM,2021-05-24 02:05:25,-17.8419,25.8543,51.53,76,0,4.65,clear sky
294,Iskele,TR,2021-05-24 02:05:25,39.484,26.9278,62.62,44,0,6.76,clear sky
295,Coquimbo,CL,2021-05-24 02:05:23,-29.9533,-71.3436,53.33,69,0,1.7,clear sky
296,Bilma,NE,2021-05-24 02:05:25,18.6853,12.9164,87.82,10,0,5.79,clear sky
297,Daru,PG,2021-05-24 02:05:26,-9.0763,143.2092,81.66,76,38,17.34,scattered clouds
298,Chivacoa,VE,2021-05-24 02:05:26,10.1603,-68.895,73.54,97,89,4.27,overcast clouds
299,Hokitika,NZ,2021-05-24 02:05:27,-42.7167,170.9667,56.28,55,1,10.07,clear sky
300,Antalaha,MG,2021-05-24 02:05:27,-14.9003,50.2788,71.92,78,89,11.03,overcast clouds
301,Aranos,NA,2021-05-24 02:05:27,-24.1333,19.1167,54.48,47,0,12.64,clear sky
302,Mildura,AU,2021-05-24 02:05:28,-34.2,142.15,71.56,37,100,18.41,overcast clouds
303,Antofagasta,CL,2021-05-24 02:05:28,-23.65,-70.4,58.28,72,44,2.04,scattered clouds
304,Sungaipenuh,ID,2021-05-24 02:05:28,-2.0833,101.3833,72.18,81,100,0.02,overcast clouds
305,Cotonou,BJ,2021-05-24 02:05:29,6.3654,2.4183,81.0,76,51,6.13,broken clouds
306,Balkhash,KZ,2021-05-24 02:05:29,46.844,74.9804,72.21,37,0,22.37,clear sky
307,Portree,GB,2021-05-24 02:05:29,57.4129,-6.1942,39.85,93,100,5.5,overcast clouds
308,Vanavara,RU,2021-05-24 02:05:30,60.34,102.2797,56.23,44,7,11.21,clear sky
309,Bolgatanga,GH,2021-05-24 02:05:30,10.7856,-0.8514,85.64,48,100,3.6,overcast clouds
310,Verkhnevilyuysk,RU,2021-05-24 02:05:30,63.4453,120.3167,54.05,29,50,7.49,scattered clouds
311,Tamiahua,MX,2021-05-24 02:05:31,21.2667,-97.45,79.52,81,0,8.05,clear sky
312,Evanston,US,2021-05-24 02:05:31,42.0411,-87.6901,74.97,94,40,1.01,scattered clouds
313,Hefei,CN,2021-05-24 02:05:31,31.8639,117.2808,77.95,69,41,5.66,scattered clouds
314,Ballyshannon,IE,2021-05-24 02:05:32,54.5,-8.1833,40.6,90,33,3.42,scattered clouds
315,Raduzhnyy,RU,2021-05-24 02:05:32,62.0961,77.475,59.5,56,17,15.99,few clouds
316,Athabasca,CA,2021-05-24 02:05:32,54.7169,-113.2854,63.03,66,100,5.5,overcast clouds
317,Chardara,KZ,2021-05-24 02:00:37,41.2547,67.9692,70.39,58,100,9.84,overcast clouds
318,Banda Aceh,ID,2021-05-24 02:05:33,5.5577,95.3222,84.51,70,100,10.02,overcast clouds
319,Poum,NC,2021-05-24 02:05:33,-20.2333,164.0167,73.54,67,38,19.84,scattered clouds
320,Shelburne,CA,2021-05-24 02:05:34,44.0787,-80.2041,60.57,62,99,5.3,overcast clouds
321,Vanimo,PG,2021-05-24 02:05:34,-2.6741,141.3028,81.75,83,100,1.66,overcast clouds
322,Rincon,US,2021-05-24 02:05:34,32.296,-81.2354,75.85,76,1,5.1,clear sky
323,Asilah,MA,2021-05-24 02:05:35,35.465,-6.0348,58.96,70,0,6.62,clear sky
324,Otradnoye,RU,2021-05-24 02:05:35,59.7775,30.8181,50.56,94,100,13.69,light rain
325,Nanakuli,US,2021-05-24 02:05:35,21.3906,-158.1547,84.15,71,1,0.92,clear sky
326,Buzovna,AZ,2021-05-24 02:05:36,40.5179,50.1139,71.69,73,20,25.32,few clouds
327,Neiafu,TO,2021-05-24 02:05:36,-18.65,-173.9833,83.08,83,40,8.05,scattered clouds
328,The Pas,CA,2021-05-24 02:05:36,53.8251,-101.2541,53.67,69,15,9.01,few clouds
329,Caraquet,CA,2021-05-24 02:05:37,47.7941,-64.9386,42.22,61,1,11.32,clear sky
330,Boueni,YT,2021-05-24 02:05:37,-12.9025,45.0761,76.98,62,3,15.68,clear sky
331,Pisco,PE,2021-05-24 02:05:37,-13.7,-76.2167,64.45,82,0,8.05,clear sky
332,Marienburg,PL,2021-05-24 02:05:38,54.0359,19.0266,45.88,93,11,6.31,few clouds
333,Taoudenni,ML,2021-05-24 02:05:38,22.6783,-3.9836,96.04,17,49,9.17,scattered clouds
334,Udachnyy,RU,2021-05-24 02:03:09,66.4167,112.4,50.45,43,28,19.44,scattered clouds
335,Trairi,BR,2021-05-24 02:03:37,-3.2778,-39.2689,78.6,82,8,8.52,clear sky
336,Kuchinarai,TH,2021-05-24 02:05:38,16.541,104.05,93.78,59,100,4.92,overcast clouds
337,Auch,FR,2021-05-24 02:02:56,43.65,0.5833,53.26,89,32,3.33,scattered clouds
338,Lasa,IT,2021-05-24 02:05:39,46.6166,10.7002,43.36,96,100,4.23,overcast clouds
339,San Quintin,MX,2021-05-24 02:05:39,30.4833,-115.95,61.95,75,1,20.09,clear sky
340,Vila Velha,BR,2021-05-24 02:05:39,-20.3297,-40.2925,75.15,85,0,1.01,clear sky
341,Anzio,IT,2021-05-24 02:05:40,41.4853,12.6179,68.45,78,99,4.61,overcast clouds
342,Rio Bueno,CL,2021-05-24 02:05:40,-40.3167,-72.9667,50.14,96,71,3.02,broken clouds
343,Touros,BR,2021-05-24 02:05:40,-5.1989,-35.4608,76.1,89,13,10.09,few clouds
344,Oranjemund,NA,2021-05-24 02:05:41,-28.55,16.4333,69.66,37,0,4.9,clear sky
345,Cairns,AU,2021-05-24 02:05:41,-16.9167,145.7667,77.07,90,75,12.66,broken clouds
346,Moga,IN,2021-05-24 02:05:41,30.8,75.1667,84.0,28,0,4.92,clear sky
347,Fort Nelson,CA,2021-05-24 02:05:42,58.8053,-122.7002,63.36,36,97,3.27,overcast clouds
348,Esperance,AU,2021-05-24 02:05:42,-33.8667,121.9,50.94,80,100,26.57,overcast clouds
349,Ushtobe,KZ,2021-05-24 02:05:42,45.2514,77.9838,68.18,43,0,14.83,clear sky
350,Vestmannaeyjar,IS,2021-05-24 02:05:43,63.4427,-20.2734,43.63,77,94,9.24,overcast clouds
351,Verkhoyansk,RU,2021-05-24 02:01:09,67.5447,133.385,53.69,31,7,5.95,clear sky
352,Upernavik,GL,2021-05-24 02:05:43,72.7868,-56.1549,23.47,92,18,9.35,few clouds
353,Gap,FR,2021-05-24 02:02:25,44.6667,6.0,38.84,53,100,2.53,overcast clouds
354,Tevaitoa,PF,2021-05-24 02:05:44,-16.7833,-151.5,81.19,75,100,10.49,light rain
355,Ewo,CG,2021-05-24 02:05:44,-0.8725,14.8206,72.57,91,69,1.68,broken clouds
356,Leningradskiy,RU,2021-05-24 02:05:44,69.3833,178.4167,32.81,84,58,2.44,broken clouds
357,Kyshtovka,RU,2021-05-24 02:05:45,56.555,76.6271,63.36,76,100,6.31,overcast clouds
358,Port Hedland,AU,2021-05-24 02:05:45,-20.3167,118.5667,80.65,36,89,16.11,overcast clouds
359,Nanortalik,GL,2021-05-24 02:05:45,60.1432,-45.2371,35.64,67,100,8.93,overcast clouds
360,Songjianghe,CN,2021-05-24 02:05:46,42.1859,127.479,60.57,22,2,13.6,clear sky
361,Quatre Cocos,MU,2021-05-24 02:05:46,-20.2078,57.7625,71.71,79,26,13.62,scattered clouds
362,Tamandare,BR,2021-05-24 02:04:20,-8.7597,-35.1047,77.41,85,83,8.46,broken clouds
363,Yinchuan,CN,2021-05-24 02:05:46,38.4681,106.2731,67.12,12,0,19.19,clear sky
364,San Jose,US,2021-05-24 02:01:49,37.3394,-121.895,71.53,57,20,1.99,few clouds
365,Kemin,KG,2021-05-24 02:05:47,42.7846,75.6892,69.62,45,78,6.4,broken clouds
366,Barrhead,GB,2021-05-24 02:05:47,55.7992,-4.3929,44.98,93,100,4.61,overcast clouds
367,Mastic Beach,US,2021-05-24 02:05:47,40.7668,-72.8521,76.1,58,20,4.0,few clouds
368,Marsa Matruh,EG,2021-05-24 02:05:48,31.3525,27.2453,66.81,75,0,10.92,clear sky
369,Umm Kaddadah,SD,2021-05-24 02:05:48,13.6017,26.6876,77.45,14,1,12.93,clear sky
370,Aktyubinskiy,RU,2021-05-24 02:05:49,54.8137,52.8056,68.05,41,8,15.79,clear sky
371,Sitka,US,2021-05-24 02:05:49,57.0531,-135.33,51.69,71,75,5.75,light rain
372,Boguchany,RU,2021-05-24 02:05:49,58.3814,97.4531,50.0,97,100,8.66,moderate rain
373,Mbuguni,TZ,2021-05-24 02:05:50,-3.5667,36.95,60.06,93,28,2.35,scattered clouds
374,Kayes,ML,2021-05-24 02:05:50,14.0,-11.0,90.63,16,88,5.59,overcast clouds
375,Kangalassy,RU,2021-05-24 02:05:50,62.3464,129.9628,53.53,43,100,17.0,overcast clouds
376,Lewiston,US,2021-05-24 02:05:50,44.1003,-70.2148,60.39,55,75,5.75,broken clouds
377,Pokhara,NP,2021-05-24 02:05:51,28.2333,83.9833,82.24,41,0,2.3,clear sky
378,Margate,GB,2021-05-24 02:05:51,51.3813,1.3862,51.91,78,100,4.0,overcast clouds
379,Bilibino,RU,2021-05-24 02:04:57,68.0546,166.4372,37.33,70,7,1.54,clear sky
380,Mushie,CD,2021-05-24 02:05:51,-3.0167,16.9,71.49,97,95,0.38,overcast clouds
381,Anadyr,RU,2021-05-24 02:05:52,64.75,177.4833,41.5,89,75,11.01,broken clouds
382,Soltsy,RU,2021-05-24 02:05:52,58.1239,30.3238,44.98,95,60,11.74,broken clouds
383,Camabatela,AO,2021-05-24 02:05:52,-8.1881,15.375,62.91,63,94,3.8,overcast clouds
384,Kavieng,PG,2021-05-24 02:05:53,-2.5744,150.7967,82.67,76,100,6.85,overcast clouds
385,Kamenka,RU,2021-05-24 02:05:53,51.3223,42.7678,53.53,88,58,6.96,broken clouds
386,Novomykolayivka,UA,2021-05-24 02:05:53,47.9781,35.9102,57.45,82,36,4.25,scattered clouds
387,Alekseyevskoye,RU,2021-05-24 02:05:53,55.3071,50.1135,57.88,97,72,10.58,light rain
388,Saint-Francois,FR,2021-05-24 02:05:54,46.4154,3.9054,44.47,87,0,4.61,clear sky
389,Petatlan,MX,2021-05-24 02:05:54,17.5167,-101.2667,80.44,62,0,3.51,clear sky
390,Saint-Pierre,RE,2021-05-24 02:05:54,-21.3393,55.4781,67.68,94,75,5.75,broken clouds
391,Vyshkovo,UA,2021-05-24 02:05:55,48.0491,23.4211,51.87,96,83,4.09,broken clouds
392,Wakkanai,JP,2021-05-24 02:05:55,45.4094,141.6739,50.2,88,99,9.78,overcast clouds
393,Maragogi,BR,2021-05-24 02:03:57,-9.0122,-35.2225,77.49,85,95,8.93,overcast clouds
394,Tubuala,PA,2021-05-24 02:05:55,9.5167,-79.0333,77.32,86,100,3.42,overcast clouds
395,Bluefield,US,2021-05-24 02:03:11,37.2698,-81.2223,71.11,69,1,5.75,clear sky
396,Businga,CD,2021-05-24 02:04:20,3.3333,20.8833,70.97,97,100,3.04,overcast clouds
397,Najran,SA,2021-05-24 02:05:56,17.4924,44.1277,75.76,46,1,8.34,clear sky
398,Simao,CN,2021-05-24 02:05:56,22.7886,100.9748,74.59,77,98,2.37,overcast clouds
399,Constantine,DZ,2021-05-24 02:05:57,36.365,6.6147,69.84,52,98,5.48,overcast clouds
400,Moose Factory,CA,2021-05-24 02:05:57,51.2585,-80.6094,28.44,75,62,3.83,broken clouds
401,Kropotkin,RU,2021-05-24 02:05:57,45.4375,40.5756,62.64,95,100,5.75,overcast clouds
402,Victoria,HK,2021-05-24 02:01:20,22.2855,114.1577,92.97,78,82,1.01,light rain
403,Vardo,NO,2021-05-24 02:05:20,70.3705,31.1107,35.46,67,16,6.38,few clouds
404,Rambha,IN,2021-05-24 02:05:58,19.5167,85.1,89.24,60,100,7.0,heavy intensity rain
405,Pamanukan,ID,2021-05-24 02:05:58,-6.2842,107.8106,84.06,73,41,6.49,scattered clouds
406,Zile,TR,2021-05-24 02:05:58,40.3031,35.8864,51.12,95,66,0.65,broken clouds
407,Fort-Shevchenko,KZ,2021-05-24 02:05:59,44.5086,50.263,74.62,35,0,8.46,clear sky
408,Baker City,US,2021-05-24 02:05:10,44.7749,-117.8344,59.32,47,75,8.05,broken clouds
409,Berlevag,NO,2021-05-24 02:05:59,70.8578,29.0864,35.69,68,14,2.46,few clouds
410,Chernyshkovskiy,RU,2021-05-24 02:05:59,48.4219,42.2308,63.23,81,98,0.0,light rain
411,Kiunga,PG,2021-05-24 02:06:00,-6.1219,141.2906,81.3,77,95,4.7,overcast clouds
412,Glenwood Springs,US,2021-05-24 02:06:00,39.5505,-107.3248,59.92,35,78,8.01,broken clouds
413,Lac Du Bonnet,CA,2021-05-24 02:06:00,50.2536,-96.0612,53.58,82,100,9.26,overcast clouds
414,Yulara,AU,2021-05-24 02:06:01,-25.2406,130.9889,80.44,22,40,20.71,scattered clouds
415,Chunoyar,RU,2021-05-24 02:06:01,57.4467,97.3217,49.93,97,100,6.02,light rain
416,Puerto Leguizamo,CO,2021-05-24 02:06:02,-0.1934,-74.7819,73.81,97,100,1.74,overcast clouds
417,Ancud,CL,2021-05-24 02:06:02,-41.8697,-73.8203,52.43,91,100,10.29,overcast clouds
418,Aksu,CN,2021-05-24 02:04:54,41.1231,80.2644,72.68,21,100,3.69,overcast clouds
419,Timiryazevskoye,RU,2021-05-24 02:06:02,56.49,84.8769,64.09,65,51,9.75,broken clouds
420,Buritizeiro,BR,2021-05-24 02:06:03,-17.3511,-44.9622,70.72,61,30,1.79,scattered clouds
421,Koyelga,RU,2021-05-24 02:06:03,54.6522,60.9049,69.64,64,92,5.44,overcast clouds
422,Gimli,CA,2021-05-24 02:06:03,50.6336,-96.9907,55.44,86,100,10.04,overcast clouds
423,Nara,JP,2021-05-24 02:02:19,34.6851,135.8049,72.7,77,100,1.43,overcast clouds
424,Salalah,OM,2021-05-24 02:06:04,17.0151,54.0924,82.49,78,40,2.3,scattered clouds
425,Turukhansk,RU,2021-05-24 02:06:04,65.8167,87.9833,41.14,90,100,17.34,overcast clouds
426,Coahuayana,MX,2021-05-24 02:06:04,18.7333,-103.6833,76.46,79,4,2.24,clear sky
427,Esmeraldas,BR,2021-05-24 02:04:18,-19.7625,-44.3139,67.06,69,100,3.04,overcast clouds
428,Jizan,SA,2021-05-24 02:06:04,17.3333,42.6667,86.7,45,0,6.82,clear sky
429,Louth,GB,2021-05-24 02:06:05,53.3666,-0.0044,47.25,95,96,7.72,overcast clouds
430,Hirara,JP,2021-05-24 02:06:05,24.8,125.2833,81.82,85,56,16.89,broken clouds
431,Iberia,US,2021-05-24 02:06:05,29.9502,-91.7507,76.05,84,1,7.67,clear sky
432,Umm Bab,QA,2021-05-24 02:06:06,25.2142,50.8072,83.88,42,0,4.14,clear sky
433,Omaruru,NA,2021-05-24 02:06:06,-21.4333,15.9333,56.84,48,0,8.03,clear sky
434,Tete,MZ,2021-05-24 02:06:06,-16.1564,33.5867,66.29,88,75,3.44,broken clouds
435,Banamba,ML,2021-05-24 02:06:06,13.55,-7.45,86.83,33,75,6.87,broken clouds
436,Grootfontein,NA,2021-05-24 02:06:07,-19.5667,18.1167,50.61,59,0,4.16,clear sky
437,Hambantota,LK,2021-05-24 02:06:07,6.1241,81.1185,79.14,78,75,19.1,broken clouds
438,Neuquen,AR,2021-05-24 02:06:08,-38.9516,-68.0591,48.09,81,0,4.61,clear sky
439,Andover,GB,2021-05-24 02:06:08,51.2083,-1.4825,47.35,93,76,5.01,broken clouds
440,Ginir,ET,2021-05-24 02:06:08,7.1333,40.7,54.19,89,100,3.24,overcast clouds
441,Zhumadian,CN,2021-05-24 02:06:09,32.9794,114.0294,79.38,34,95,5.39,overcast clouds
442,Muros,ES,2021-05-24 02:06:09,42.7762,-9.0603,58.23,81,90,12.15,overcast clouds
443,Buraydah,SA,2021-05-24 02:06:09,26.326,43.975,84.45,22,79,8.97,broken clouds
444,Amapa,BR,2021-05-24 02:06:10,1.0,-52.0,72.79,99,100,2.17,overcast clouds
445,Russell,US,2021-05-24 02:06:10,32.3502,-85.1999,80.2,57,1,3.11,clear sky
446,Farafangana,MG,2021-05-24 02:06:10,-22.8167,47.8333,67.51,77,73,4.5,broken clouds
447,Aguimes,ES,2021-05-24 02:06:11,27.9054,-15.4461,63.23,59,40,21.85,scattered clouds
448,Dongning,CN,2021-05-24 02:06:11,44.0622,131.1207,68.95,26,2,9.82,clear sky
449,Madera,US,2021-05-24 02:01:34,37.1666,-119.8343,79.56,27,1,1.01,clear sky
450,Kyren,RU,2021-05-24 02:06:11,51.6828,102.1408,48.11,64,87,0.58,overcast clouds
451,Boyolangu,ID,2021-05-24 02:06:12,-8.1181,111.8935,81.99,75,87,4.72,overcast clouds
452,Liaoyang,CN,2021-05-24 02:06:12,41.2719,123.1731,71.19,16,51,11.9,broken clouds
453,San Patricio,US,2021-05-24 02:06:12,28.017,-97.5169,78.89,85,0,10.63,clear sky
454,Awjilah,LY,2021-05-24 02:06:13,29.1081,21.2869,73.18,14,0,8.19,clear sky
455,Punta Umbria,ES,2021-05-24 02:06:13,37.1821,-6.9661,56.01,68,0,20.02,clear sky
456,Poya,NC,2021-05-24 02:06:13,-21.35,165.15,74.34,57,15,9.6,few clouds
457,Rivadavia,AR,2021-05-24 02:06:13,-33.1905,-68.4608,49.6,46,77,6.31,broken clouds
458,Hami,CN,2021-05-24 02:06:14,42.8,93.45,71.56,14,0,2.44,clear sky
459,Havelock,US,2021-05-24 02:06:14,34.8791,-76.9013,75.94,82,2,4.36,clear sky
460,Biak,ID,2021-05-24 02:06:14,-0.9131,122.8766,81.27,73,95,9.42,overcast clouds
461,Big Bend,SZ,2021-05-24 02:06:15,-26.8167,31.9333,56.16,94,3,2.17,clear sky
462,Santa Marta,CO,2021-05-24 02:01:54,11.2408,-74.199,84.97,73,96,11.99,overcast clouds
463,Muktsar,IN,2021-05-24 02:06:15,30.4833,74.5167,85.78,34,0,4.25,clear sky
464,Nouakchott,MR,2021-05-24 02:06:15,18.0858,-15.9785,66.13,92,0,14.43,clear sky
465,Mingshui,CN,2021-05-24 02:06:15,36.7167,117.5,77.32,24,0,14.18,clear sky
466,Krasnoselkup,RU,2021-05-24 02:06:16,65.7,82.4667,54.1,66,12,12.15,few clouds
467,Wagga Wagga,AU,2021-05-24 02:06:16,-35.1167,147.3667,67.6,51,36,8.77,scattered clouds
468,Santiago Atitlan,GT,2021-05-24 02:06:16,14.6382,-91.229,66.72,93,99,3.36,overcast clouds
469,Buchanan,LR,2021-05-24 02:06:17,5.8808,-10.0467,79.65,83,83,3.94,broken clouds
470,Palu,ID,2021-05-24 02:06:17,-0.8917,119.8707,87.37,66,66,1.01,broken clouds
471,Viedma,AR,2021-05-24 02:06:17,-40.8135,-62.9967,50.13,66,85,10.0,overcast clouds
472,Aykhal,RU,2021-05-24 02:06:18,66.0,111.5,46.71,48,24,19.24,few clouds
473,Portland,US,2021-05-24 02:03:49,45.5234,-122.6762,64.56,60,75,1.01,broken clouds
474,Zhezkazgan,KZ,2021-05-24 02:05:14,47.8043,67.7144,70.7,36,0,12.26,clear sky
475,Harper,LR,2021-05-24 02:03:08,4.375,-7.7169,79.72,84,46,4.07,scattered clouds
476,Wadi Musa,JO,2021-05-24 02:06:18,30.3222,35.4793,53.64,54,5,2.39,clear sky
477,Vung Tau,VN,2021-05-24 02:06:18,10.346,107.0843,78.85,89,100,12.39,overcast clouds
478,Kautokeino,NO,2021-05-24 02:06:19,69.0125,23.0412,23.79,92,68,3.06,broken clouds
479,Tura,IN,2021-05-24 02:06:19,25.5198,90.2201,86.52,60,36,3.22,scattered clouds
480,Sisimiut,GL,2021-05-24 02:06:19,66.9395,-53.6735,31.14,85,100,8.75,overcast clouds
481,Leiyang,CN,2021-05-24 02:06:19,26.4024,112.8591,64.17,95,100,1.92,light rain
482,Honiara,SB,2021-05-24 02:06:20,-9.4333,159.95,81.95,78,100,5.95,heavy intensity rain
483,Faya,SA,2021-05-24 02:06:20,18.3851,42.4509,63.12,38,0,2.86,clear sky
484,Pulandian,CN,2021-05-24 02:06:20,39.3953,121.9669,71.73,22,85,10.49,overcast clouds
485,Byron Bay,AU,2021-05-24 02:06:21,-28.65,153.6167,74.05,61,70,15.19,broken clouds
486,La Ciotat,FR,2021-05-24 02:06:21,43.1748,5.6045,60.82,61,100,7.16,light rain
487,Caravelas,BR,2021-05-24 02:06:21,-17.7125,-39.2481,75.27,89,47,9.64,scattered clouds
488,Denizli,TR,2021-05-24 02:06:22,37.8402,29.0698,52.65,49,1,3.22,clear sky
489,Jalpan,MX,2021-05-24 02:06:22,21.2333,-99.4833,77.31,67,99,5.59,overcast clouds
490,Beringovskiy,RU,2021-05-24 02:06:22,63.05,179.3167,32.32,98,100,11.5,overcast clouds
491,Manggar,ID,2021-05-24 02:06:23,-2.8833,108.2667,85.91,65,13,10.31,few clouds
492,Malakal,SS,2021-05-24 02:06:23,9.5334,31.6605,83.26,58,30,7.02,scattered clouds
493,Nuuk,GL,2021-05-24 02:03:26,64.1835,-51.7216,27.21,93,90,5.75,light snow
494,Bad Doberan,DE,2021-05-24 02:06:23,54.1071,11.9005,48.11,83,83,1.01,broken clouds
495,Howard Springs,AU,2021-05-24 02:06:24,-12.497,131.047,86.83,44,92,8.77,overcast clouds
496,Riverton,US,2021-05-24 02:06:24,40.5219,-111.9391,53.19,70,40,3.0,scattered clouds
497,Bowen,AU,2021-05-24 02:06:24,-20.0167,148.2333,76.48,64,5,19.75,clear sky
498,Sangueya,GN,2021-05-24 02:06:25,10.7,-14.3667,78.17,83,4,2.68,clear sky
499,Namatanai,PG,2021-05-24 02:06:25,-3.6667,152.4333,82.8,75,100,5.86,overcast clouds
500,Nakatsugawa,JP,2021-05-24 02:06:25,35.4833,137.5,75.11,40,89,3.36,overcast clouds
501,Taseyevo,RU,2021-05-24 02:06:26,57.2169,94.8978,55.26,96,100,9.71,light rain
502,Palmer,US,2021-05-24 02:06:26,42.1584,-72.3287,65.48,59,75,4.0,broken clouds
503,Bathsheba,BB,2021-05-24 02:06:26,13.2167,-59.5167,81.21,79,75,17.52,broken clouds
504,Araci,BR,2021-05-24 02:06:27,-11.3333,-38.9667,67.01,87,38,4.7,scattered clouds
505,Madison,US,2021-05-24 02:02:12,34.7334,-86.5667,76.6,60,75,1.99,broken clouds
506,Neverkino,RU,2021-05-24 02:06:27,52.7854,46.7417,63.3,88,100,12.53,overcast clouds
507,Peniche,PT,2021-05-24 02:06:27,39.3558,-9.3811,60.12,81,73,13.35,broken clouds
508,Abu Dhabi,AE,2021-05-24 02:05:48,24.4667,54.3667,87.91,43,0,11.25,clear sky
509,Dongsheng,CN,2021-05-24 02:06:28,39.8161,109.9776,54.73,20,82,23.69,broken clouds
510,Isangel,VU,2021-05-24 02:06:28,-19.55,169.2667,75.45,61,55,9.62,broken clouds
511,Silver City,US,2021-05-24 02:06:29,32.7701,-108.2803,69.76,8,1,9.82,clear sky
512,Quelimane,MZ,2021-05-24 02:06:29,-17.8786,36.8883,69.75,83,75,5.75,broken clouds
513,Ligayan,PH,2021-05-24 02:06:29,4.6533,119.4706,84.31,72,100,9.64,overcast clouds
514,Souillac,MU,2021-05-24 02:06:30,-20.5167,57.5167,71.98,82,20,13.11,few clouds
515,Languyan,PH,2021-05-24 02:06:30,5.2618,120.0807,83.34,78,79,4.76,broken clouds
516,Flinders,AU,2021-05-24 02:05:33,-34.5833,150.8552,64.38,87,60,1.99,broken clouds
517,Manitowoc,US,2021-05-24 02:04:14,44.0667,-87.8001,55.29,81,90,3.0,overcast clouds
518,Orbetello,IT,2021-05-24 02:06:30,42.4408,11.2196,65.62,91,100,7.0,overcast clouds
519,Keti Bandar,PK,2021-05-24 02:06:31,24.1447,67.4497,84.85,68,39,12.95,scattered clouds
520,Santa Isabel,BR,2021-05-24 02:06:31,-23.3156,-46.2214,67.71,86,99,9.64,overcast clouds
521,La Libertad,EC,2021-05-24 02:06:32,-2.2333,-80.9,71.38,87,31,9.73,scattered clouds
522,Vao,NC,2021-05-24 02:06:32,-22.6667,167.4833,71.46,57,15,17.16,few clouds
523,Itarema,BR,2021-05-24 02:06:32,-2.9248,-39.9167,78.31,85,7,11.54,clear sky
